id,userid,uploaded_time,QR Scanner,Machine ID,Original Factory,Original Sub Factory,Original Line,Original Section,Operation,New Section,New Line,New Sub Factory,New Factory,Approval,Final Factory,Final Sub Factory,Final New Line,Final Section,Cost,Budget For Maintainance ,SourceSheet
287,Lingesh,2024-04-13 11:52:09,"{""machine_id"":""Folding table  025_127""}",Folding table  025_127,Laguna Clothing A,Factory-2,Line-4,Finishing,,Finishing,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Finishing,,0,Line 4
286,Lingesh,2024-04-13 11:51:42,"{""machine_id"":""Folding table  024_126""}",Folding table  024_126,Laguna Clothing A,Factory-2,Line-4,Finishing,,Finishing,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Finishing,,0,Line 4
285,Lingesh,2024-04-13 11:51:17,"{""machine_id"":""Folding table  023_141""}",Folding table  023_141,Laguna Clothing A,Factory-2,Line-4,Finishing,,Finishing,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Finishing,,0,Line 4
284,Lingesh,2024-04-13 11:50:52,"{""machine_id"":""Folding table  022_1765""}",Folding table  022_1765,Laguna Clothing A,Factory-2,Line-4,Finishing,,Finishing,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Finishing,,0,Line 4
283,Lingesh,2024-04-13 11:49:08,"{""machine_id"":""NS IT 014_3295""}",NS IT 014_3295,Laguna Clothing A,Factory-2,Line-4,,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,,0,Line 4
282,Lingesh,2024-04-13 11:48:11,"{""machine_id"":""NS IT 020_3309""}",NS IT 020_3309,Laguna Clothing A,Factory-3,Line-6,,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,,0,Line 4
281,Lingesh,2024-04-13 11:46:34,"{""machine_id"":""RD IT 013_12G36165""}",RD IT 013_12G36165,Laguna Clothing A,Factory-2,Line-4,,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,,0,Line 4
280,Lingesh,2024-04-13 11:45:51,"{""machine_id"":""Front Press Single Head M/C 001_377""}",Front Press Single Head M/C 001_377,Laguna Clothing A,Factory 1,Line-1,,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,,0,Line 4
279,Lingesh,2024-04-12 12:54:40,"{""machine_id"":""RD IT 016_12H36215""}",RD IT 016_12H36215,Laguna Clothing A,Factory-2,Line-4,Collar,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
278,Lingesh,2024-04-12 12:53:54,"{""machine_id"":""NS IT004_3299""}",NS IT004_3299,Laguna Clothing A,Factory-2,Line-4,Collar,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
277,Lingesh,2024-04-12 12:37:36,"{""machine_id"":""RD IT 014_......""}",RD IT 014_......,Laguna Clothing A,Factory-2,Line-4,,,Cuff,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Cuff,,0,Line 4
276,Lingesh,2024-04-12 12:36:52,"{""machine_id"":""RD IT 020_11D32362""}",RD IT 020_11D32362,Laguna Clothing A,Factory-2,Line-4,,,Cuff,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Cuff,,0,Line 4
275,Lingesh,2024-04-12 12:36:05,"{""machine_id"":""Collar Contour trimmer 004_1025""}",Collar Contour trimmer 004_1025,Laguna Clothing A,Factory-2,Line-4,Collar,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
274,Lingesh,2024-04-12 12:35:27,"{""machine_id"":""Collar blocking machine  005_110149""}",Collar blocking machine  005_110149,Laguna Clothing A,Factory-2,Line-4,,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
273,Lingesh,2024-04-12 12:34:49,"{""machine_id"":""NS IT004_3299""}",NS IT004_3299,Laguna Clothing A,Factory 1,Line-2,,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
272,Lingesh,2024-04-12 12:34:08,"{""machine_id"":""RD IT 016_12H36215""}",RD IT 016_12H36215,Laguna Clothing A,Factory-2,Line-4,,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
256,Venkatesh,2024-04-11 16:03:38,,DF 024_2D0BD02823,Laguna Clothing A,Factory 1,Line-1,Front,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,1000,50,Line 4
255,Venkatesh,2024-04-11 16:02:41,,BS 025_2L1QJ01799,Laguna Clothing A,Factory-2,Line-4,,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,3900,195,Line 4
254,Venkatesh,2024-04-11 15:59:59,,DF 131_8D0RB03307,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,1000,50,Line 4
253,Venkatesh,2024-04-11 15:58:57,,DF 158_8D0QK00191,Laguna Clothing A,Factory-2,Line-4,Assembly,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,1000,50,Line 4
252,Venkatesh,2024-04-11 15:57:58,,DF 144_8D0QJ06080,Laguna Clothing A,Factory-2,Line-4,Collar,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,1000,50,Line 4
251,Venkatesh,2024-04-11 15:56:08,,BH 032_PL0QM00486,Laguna Clothing A,Factory-2,Line-5,Front,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,4000,200,Line 4
249,Venkatesh,2024-04-11 15:54:36,,DF 155_8D0QH0505,Laguna Clothing A,Factory-2,Line-4,Assembly,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,1000,50,Line 4
247,Venkatesh,2024-04-11 15:53:43,,DF 122_8D0QJ06068,Laguna Clothing A,Factory-2,Line-4,Cuff,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
244,Venkatesh,2024-04-11 15:52:51,,DF 127_8D0QL03425,Laguna Clothing A,Factory-2,Line-4,Cuff,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
241,Venkatesh,2024-04-11 15:51:52,,DF 149_8D0QM03906,Laguna Clothing A,Factory-2,Line-4,Front,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
239,Venkatesh,2024-04-11 15:50:57,,DF 145_8D0QL03436,Laguna Clothing A,Factory-2,Line-4,Collar,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
237,Venkatesh,2024-04-11 15:50:06,,DF 151_8D0QH01999,Laguna Clothing A,Factory-2,Line-4,Front,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
235,Venkatesh,2024-04-11 15:49:07,,DF 188_8D0RA03694,Laguna Clothing A,Factory-2,Line-5,Back,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
233,Venkatesh,2024-04-11 15:47:22,,DF 140_8D0QM03894,Laguna Clothing A,Factory-2,Line-4,Collar,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
228,Venkatesh,2024-04-11 15:44:46,,DF 181_8D0RB02829,Laguna Clothing A,Factory-2,Line-5,Back,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
227,Venkatesh,2024-04-11 15:43:27,,DF 143_8D0RB02859,Laguna Clothing A,Factory-2,Line-4,Collar,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
226,Venkatesh,2024-04-11 15:42:20,,DF 146_8D0QJ06055,Laguna Clothing A,Factory-2,Line-4,Front,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
225,Venkatesh,2024-04-11 15:41:26,,DF 178_8D0QM03898,Laguna Clothing A,Factory-2,Line-5,Back,,Back,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Back,1000,50,Line 4
224,Venkatesh,2024-04-11 15:40:16,,BH 026_PL0QL00757,Laguna Clothing A,Factory-2,Line-4,Front,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,4000,200,Line 4
223,Venkatesh,2024-04-11 15:39:23,,BS 023_2L1QM00520,Laguna Clothing A,Factory-2,Line-4,,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,3900,195,Line 4
222,Venkatesh,2024-04-11 15:38:02,,NF 122_2D3GH00144,Laguna Clothing A,Factory-2,Line-4,Front,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,2000,100,Line 4
218,Venkatesh,2024-04-11 15:34:43,,DF 126_8D0QL03419,Laguna Clothing A,Factory-2,Line-4,Cuff,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,1000,50,Line 4
217,Venkatesh,2024-04-11 15:33:13,,DF 096_8D0RB02943,Laguna Clothing A,Factory 1,Line-3,Collar,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,1000,50,Line 4
203,Venkatesh,2024-04-11 15:15:39,,DF 136_8D0QL03420,Laguna Clothing A,Factory-2,Line-4,Collar,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,1000,50,Line 4
200,Venkatesh,2024-04-11 15:13:57,,DF 124_8D0QL03441,Laguna Clothing A,Factory-2,Line-4,Cuff,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,1000,50,Line 4
195,Venkatesh,2024-04-11 15:10:00,,BS 045_2L1QM00403,Laguna Clothing A,Factory-2,Line-4,Front,,Cuff,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Cuff,3900,195,Line 4
189,Venkatesh,2024-04-11 15:04:28,,BH 023_PL0QM00494,Laguna Clothing A,Factory-2,Line-4,Front,,Cuff,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Cuff,4000,200,Line 4
188,Venkatesh,2024-04-11 15:03:22,,DF 134_8D0QE03442,Laguna Clothing A,Factory-2,Line-4,Collar,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,1000,50,Line 4
185,Venkatesh,2024-04-11 15:00:21,,DF 148_8D0QL03410,Laguna Clothing A,Factory-2,Line-4,Front,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,1000,50,Line 4
184,Venkatesh,2024-04-11 14:58:45,,DF 128_8D0QJ06151,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,1000,50,Line 4
183,Venkatesh,2024-04-11 14:54:37,,BH 035_PL0QG00096,Laguna Clothing A,Factory-2,Line-5,Front,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,4000,200,Line 4
182,Venkatesh,2024-04-11 14:52:13,,BH 024_PL0QG00100,Laguna Clothing A,Factory-2,Line-4,Front,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,4000,200,Line 4
181,Venkatesh,2024-04-11 14:51:12,,EC 019_2D2QL00011,Laguna Clothing A,Factory-2,Line-4,Sleeve,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,,0,Line 4
180,Venkatesh,2024-04-11 14:48:34,,DF 190_8D0QM03892,Laguna Clothing A,Factory-2,Line-5,Front,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,1000,50,Line 4
179,Naveen,2024-04-05 10:09:45,"{""machine_id"":""DF 167_8D0QJ06144""}",DF 167_8D0QJ06144,Laguna Clothing A,Factory-2,Line-5,Front,,Collar,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Collar,1000,50,Line 4
178,Naveen,2024-04-05 10:08:41,"{""machine_id"":""BS 019_2L1RE00425""}",BS 019_2L1RE00425,Laguna Clothing A,Factory-2,Line-5,Front,,Front,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Front,3900,195,Line 4
177,Naveen,2024-04-05 10:08:07,"{""machine_id"":""EC 018_PD2RA00050""}",EC 018_PD2RA00050,Laguna Clothing A,Factory-2,Line-5,Sleeve,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,,0,Line 4
5,Jeevaraj P,2024-04-02 09:10:57,,EC 023_PD2RA00009,Laguna Clothing A,Factory-2,Line-5,Sleeve,,Sleeve,Line-4,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-4,Sleeve,,0,Line 4
4,Jeevaraj P,2024-02-05 13:53:17,,BS 021_2L1RE00437,,Factory-2,Line-4,,,,Line-4,Factory-2,,,,Factory-2,Line-4,,3900,195,Line 4
2666,Gopal,2025-03-28 12:37:34,"{""machine_id"":""NF 192_2D3BE00328""}",NF 192_2D3BE00328,Laguna Clothing A,Factory-2,Line-6,Assembly,SLEEVE TOP,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2665,Kalandhar,2025-03-27 16:44:01,"{""machine_id"":""DF 262_8D0QJ06758""}",DF 262_8D0QJ06758,Laguna Clothing A,Factory-2,Line-4,Assembly,PREMUIM LABEL,Back,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Back,1000,50,Line 5
2631,Yogesh,2025-03-21 12:58:40,"{""machine_id"":""DF 382_8D0TH01693""}",DF 382_8D0TH01693,Laguna Clothing A,Factory-2,Line-5,Collar,,Collar,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Collar,1000,50,Line 5
2553,Kalandhar,2025-03-21 11:42:55,"{""machine_id"":""DF 279_8D0RB02855""}",DF 279_8D0RB02855,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2552,Kalandhar,2025-03-21 11:41:46,"{""machine_id"":""DF 275_8D0RB02836""}",DF 275_8D0RB02836,Laguna Clothing A,Factory-2,Line-4,Back,,Back,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Back,1000,50,Line 5
2550,Kalandhar,2025-03-21 11:38:33,"{""machine_id"":""FRONT PLACKET 012_1718757""}",FRONT PLACKET 012_1718757,Laguna Clothing A,Factory-2,Line-6,Front,,Front,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Front,14000,700,Line 5
2549,Yogesh,2025-03-21 11:22:08,"{""machine_id"":""CA 028_PD4RE00083""}",CA 028_PD4RE00083,Laguna Clothing A,Factory-2,Line-5,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,,0,Line 5
2547,Yogesh,2025-03-21 11:21:00,"{""machine_id"":""FOA 21_3M8RG00013""}",FOA 21_3M8RG00013,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3000,150,Line 5
2546,Yogesh,2025-03-21 11:20:36,"{""machine_id"":""NF 183_2D3GH00147""}",NF 183_2D3GH00147,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2545,Yogesh,2025-03-21 11:20:13,"{""machine_id"":""DNCS 035_3M1RD00125""}",DNCS 035_3M1RD00125,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2500,125,Line 5
2544,Yogesh,2025-03-21 11:19:47,"{""machine_id"":""NF 190_2D3GH00134""}",NF 190_2D3GH00134,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2543,Yogesh,2025-03-21 11:19:24,"{""machine_id"":""CA 026_PD4RE00084""}",CA 026_PD4RE00084,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,,0,Line 5
2542,Yogesh,2025-03-21 11:19:03,"{""machine_id"":""NF 243_2D3RD00727""}",NF 243_2D3RD00727,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2541,Yogesh,2025-03-21 11:18:39,"{""machine_id"":""NF 167_2D3GC00387""}",NF 167_2D3GC00387,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2540,Yogesh,2025-03-21 11:18:19,"{""machine_id"":""CA 022_PD4RE00092""}",CA 022_PD4RE00092,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,,0,Line 5
2539,Yogesh,2025-03-21 11:17:54,"{""machine_id"":""NF 191_2D3GH00177""}",NF 191_2D3GH00177,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2538,Yogesh,2025-03-21 11:17:30,"{""machine_id"":""DNCS 019_2220673""}",DNCS 019_2220673,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2500,125,Line 5
2537,Yogesh,2025-03-21 11:17:04,"{""machine_id"":""NF 248_2D3RD00703""}",NF 248_2D3RD00703,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2536,Yogesh,2025-03-21 11:16:40,"{""machine_id"":""FOA 19_3M8RD00400""}",FOA 19_3M8RD00400,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3000,150,Line 5
2535,Yogesh,2025-03-21 11:14:50,"{""machine_id"":""OL 019_RMORA03545""}",OL 019_RMORA03545,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2534,Yogesh,2025-03-21 11:14:22,"{""machine_id"":""OL 014_RMORA03548""}",OL 014_RMORA03548,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2533,Yogesh,2025-03-21 11:13:56,"{""machine_id"":""NF 182_2D3GH00243""}",NF 182_2D3GH00243,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2532,Yogesh,2025-03-21 11:13:31,"{""machine_id"":""NF 247_2D3RD00255""}",NF 247_2D3RD00255,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2531,Yogesh,2025-03-21 11:12:49,"{""machine_id"":""DF 278_8D0RB02826""}",DF 278_8D0RB02826,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2530,Yogesh,2025-03-21 11:12:23,"{""machine_id"":""BS 049_2L1TG00172""}",BS 049_2L1TG00172,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3900,195,Line 5
2529,Yogesh,2025-03-21 11:11:30,"{""machine_id"":""BS 041_2L1MA1979""}",BS 041_2L1MA1979,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3900,195,Line 5
2528,Yogesh,2025-03-21 11:10:05,"{""machine_id"":""DF 277_8D0RB02870""}",DF 277_8D0RB02870,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2527,Yogesh,2025-03-21 11:09:36,"{""machine_id"":""DF 238_8D0QH04145""}",DF 238_8D0QH04145,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2526,Yogesh,2025-03-21 11:09:10,"{""machine_id"":""NF 189_2D3BE00250""}",NF 189_2D3BE00250,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2525,Yogesh,2025-03-21 11:08:47,"{""machine_id"":""NF 180_2D3GJ00007""}",NF 180_2D3GJ00007,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2524,Yogesh,2025-03-21 11:08:23,"{""machine_id"":""OL 042_0451405""}",OL 042_0451405,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,1000,50,Line 5
2523,Yogesh,2025-03-21 11:07:57,"{""machine_id"":""FOA 16_3M8RG00010""}",FOA 16_3M8RG00010,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3000,150,Line 5
2522,Yogesh,2025-03-21 11:07:32,"{""machine_id"":""FOA 18_3M8RG00014""}",FOA 18_3M8RG00014,Laguna Clothing A,Factory-2,Line-6,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,3000,150,Line 5
2521,Yogesh,2025-03-21 11:07:11,"{""machine_id"":""NF 249_2D3RD00695""}",NF 249_2D3RD00695,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2520,Yogesh,2025-03-21 11:05:26,"{""machine_id"":""DNCS 017_2220690""}",DNCS 017_2220690,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2500,125,Line 5
2519,Yogesh,2025-03-21 11:05:02,"{""machine_id"":""NF 184_2D3GH00231""}",NF 184_2D3GH00231,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2518,Yogesh,2025-03-21 11:04:35,"{""machine_id"":""NF 186_2D3GH00133""}",NF 186_2D3GH00133,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2517,Yogesh,2025-03-21 11:04:16,"{""machine_id"":""CA 028_PD4RE00083""}",CA 028_PD4RE00083,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,,0,Line 5
2516,Yogesh,2025-03-21 11:03:54,"{""machine_id"":""CA 027_PD4RE00095""}",CA 027_PD4RE00095,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,,0,Line 5
2515,Yogesh,2025-03-21 11:03:29,"{""machine_id"":""NF 179_2D3HJ00251""}",NF 179_2D3HJ00251,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2514,Yogesh,2025-03-21 11:03:06,"{""machine_id"":""NF 187_2D3HJ00475""}",NF 187_2D3HJ00475,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Assembly,2000,100,Line 5
2513,Kalandhar,2025-03-21 11:01:55,"{""machine_id"":""BH 040_PL0RG00202""}",BH 040_PL0RG00202,Laguna Clothing A,Factory-2,Line-4,Cuff,,Cuff,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Cuff,4000,200,Line 5
2512,Yogesh,2025-03-21 11:01:47,"{""machine_id"":""BS 038_2L1QM00521""}",BS 038_2L1QM00521,Laguna Clothing A,Factory-2,Line-4,Cuff,,Cuff,Line-5,Factory-2,Laguna Clothing A,Approved,Laguna Clothing A,Factory-2,Line-5,Cuff,3900,195,Line 5
